language,rank,headword,english_definition,english_translation,lemma,frequency,frequency_unit,pos,pronunciation,romanization,source,source_id,source_quality,milestone,word_unit,source_rank,annotation_source,translation_lemma,translation_method,translation_quality,translation_source,definition_lemma,definition_method,definition_source
vi,39,con,I/me (used by children when talking to their parents); I/me (used when talking to someone significantly older than the speaker); you (used by parents when talking to their children); you (used when talking to some significantly younger than the speaker),I/me (used by children when talking to their parents); I/me (used when talking to someone significantly older than the speaker); you (used by parents when talking to their children); you (used when talking to some significantly younger than the speaker),,157383,count,"classifier, noun, pronoun",,,https://github.com/tabidots/vn-freqs,vn_freqs_mixed,estimated,500,segmented_word,39,https://github.com/tabidots/vn-freqs,con,wiktionary_headword,dictionary_gloss,https://kaikki.org/dictionary/Vietnamese/,con,source_dictionary_gloss,https://kaikki.org/dictionary/Vietnamese/
vi,40,nhưng,but; yet,but; yet,,155505,count,conjunction,,,https://github.com/tabidots/vn-freqs,vn_freqs_mixed,estimated,500,segmented_word,40,https://github.com/tabidots/vn-freqs,nhưng,wiktionary_headword,dictionary_gloss,https://kaikki.org/dictionary/Vietnamese/,nhưng,source_dictionary_gloss,https://kaikki.org/dictionary/Vietnamese/
vi,41,nói,"to speak, to talk, to say, to tell","to speak, to talk, to say, to tell",,154899,count,verb,,,https://github.com/tabidots/vn-freqs,vn_freqs_mixed,estimated,500,segmented_word,41,https://github.com/tabidots/vn-freqs,nói,wiktionary_headword,dictionary_gloss,https://kaikki.org/dictionary/Vietnamese/,nói,source_dictionary_gloss,https://kaikki.org/dictionary/Vietnamese/
vi,42,có thể,possibly,possibly,,151404,count,adverb,,,https://github.com/tabidots/vn-freqs,vn_freqs_mixed,estimated,500,segmented_word,42,https://github.com/tabidots/vn-freqs,có thể,wiktionary_headword,dictionary_gloss,https://kaikki.org/dictionary/Vietnamese/,có thể,source_dictionary_gloss,https://kaikki.org/dictionary/Vietnamese/
vi,43,vào,"Used at the end of a clause or sentence to ask the listener to do something vigorously; Used at the end of a clause of sentence, usually after lắm or nhiều, to speak critically or reproachfully about excess, implying obvious bad consequences; to enter (to go or come into a space that is on the inside, or is narrower than the current space); to go southwards in Vietnam","Used at the end of a clause or sentence to ask the listener to do something vigorously; Used at the end of a clause of sentence, usually after lắm or nhiều, to speak critically or reproachfully about excess, implying obvious bad consequences; to enter (to go or come into a space that is on the inside, or is narrower than the current space); to go southwards in Vietnam",,151238,count,"particle, preposition, verb",,,https://github.com/tabidots/vn-freqs,vn_freqs_mixed,estimated,500,segmented_word,43,https://github.com/tabidots/vn-freqs,vào,wiktionary_headword,dictionary_gloss,https://kaikki.org/dictionary/Vietnamese/,vào,source_dictionary_gloss,https://kaikki.org/dictionary/Vietnamese/
vi,44,mà,"but; however; nevertheless; which, whom, that, where; and; and then; and so (marks succession of actions or causality); Final affirmative particle, indicating emphasis or contrast","but; however; nevertheless; which, whom, that, where; and; and then; and so (marks succession of actions or causality); Final affirmative particle, indicating emphasis or contrast",,147472,count,"conjunction, particle",,,https://github.com/tabidots/vn-freqs,vn_freqs_mixed,estimated,500,segmented_word,44,https://github.com/tabidots/vn-freqs,mà,wiktionary_headword,dictionary_gloss,https://kaikki.org/dictionary/Vietnamese/,mà,source_dictionary_gloss,https://kaikki.org/dictionary/Vietnamese/
vi,45,đang,"marks the continuous, imperfect aspect of an action or state","marks the continuous, imperfect aspect of an action or state",,147296,count,particle,,,https://github.com/tabidots/vn-freqs,vn_freqs_mixed,estimated,500,segmented_word,45,https://github.com/tabidots/vn-freqs,đang,wiktionary_headword,dictionary_gloss,https://kaikki.org/dictionary/Vietnamese/,đang,source_dictionary_gloss,https://kaikki.org/dictionary/Vietnamese/
vi,46,như,like; as; comparable to; as though; as if,like; as; comparable to; as though; as if,,145247,count,particle,,,https://github.com/tabidots/vn-freqs,vn_freqs_mixed,estimated,500,segmented_word,46,https://github.com/tabidots/vn-freqs,như,wiktionary_headword,dictionary_gloss,https://kaikki.org/dictionary/Vietnamese/,như,source_dictionary_gloss,https://kaikki.org/dictionary/Vietnamese/
vi,47,cậu,"I/me, your mother's brother; you, my mother's brother; you, my peer who I know is as old as me; you, a male younger than me","I/me, your mother's brother; you, my mother's brother; you, my peer who I know is as old as me; you, a male younger than me",,142626,count,"noun, pronoun",,,https://github.com/tabidots/vn-freqs,vn_freqs_mixed,estimated,500,segmented_word,47,https://github.com/tabidots/vn-freqs,cậu,wiktionary_headword,dictionary_gloss,https://kaikki.org/dictionary/Vietnamese/,cậu,source_dictionary_gloss,https://kaikki.org/dictionary/Vietnamese/
vi,48,còn,"to remain; to be left; to still have or exist; to be alive; yet; still; in the event of, if","to remain; to be left; to still have or exist; to be alive; yet; still; in the event of, if",,134281,count,"adverb, verb",,,https://github.com/tabidots/vn-freqs,vn_freqs_mixed,estimated,500,segmented_word,48,https://github.com/tabidots/vn-freqs,còn,wiktionary_headword,dictionary_gloss,https://kaikki.org/dictionary/Vietnamese/,còn,source_dictionary_gloss,https://kaikki.org/dictionary/Vietnamese/
