language,rank,headword,english_definition,english_translation,lemma,frequency,frequency_unit,pos,pronunciation,romanization,source,source_id,source_quality,milestone,word_unit,source_rank,annotation_source,translation_lemma,translation_method,translation_quality,translation_source,definition_lemma,definition_method,definition_source
yue,4117,腿,leg; hip bone; old variant of 腿[tui3],leg; hip bone; old variant of 腿[tui3],,1,count,n,,teoi2,https://github.com/fcbond/hkcancor,hkcancor_spontaneous_conversation,measured_spoken,5000,segmented_word,,https://github.com/fcbond/hkcancor,腿,cc_cedict_shared_written_form_proxy,shared_written_form_proxy,https://www.mdbg.net/chinese/dictionary?page=cc-cedict,腿,source_dictionary_gloss,https://www.mdbg.net/chinese/dictionary?page=cc-cedict
yue,4118,膠套,plastic pocket; plastic cover; plastic bag,plastic pocket; plastic cover; plastic bag,,1,count,n,,gaau1tou3,https://github.com/fcbond/hkcancor,hkcancor_spontaneous_conversation,measured_spoken,5000,segmented_word,,https://github.com/fcbond/hkcancor,膠套,cc_canto_headword,dictionary_gloss,https://cc-canto.org/,膠套,source_dictionary_gloss,https://cc-canto.org/
yue,4119,膠袋,(noun) a plastic bag; Plastic bags,(noun) a plastic bag; Plastic bags,,1,count,n,,gaau1doi2,https://github.com/fcbond/hkcancor,hkcancor_spontaneous_conversation,measured_spoken,5000,segmented_word,,https://github.com/fcbond/hkcancor,膠袋,cc_canto_headword,dictionary_gloss,https://cc-canto.org/,膠袋,source_dictionary_gloss,https://cc-canto.org/
yue,4120,自付,,,,1,count,v,,zi6fu6,https://github.com/fcbond/hkcancor,hkcancor_spontaneous_conversation,measured_spoken,5000,segmented_word,,https://github.com/fcbond/hkcancor,,,,,,,
yue,4121,自動,automatic; voluntarily,automatic; voluntarily,,1,count,a,,zi6dung6,https://github.com/fcbond/hkcancor,hkcancor_spontaneous_conversation,measured_spoken,5000,segmented_word,,https://github.com/fcbond/hkcancor,自动,cc_cedict_shared_written_form_proxy,shared_written_form_proxy,https://www.mdbg.net/chinese/dictionary?page=cc-cedict,自动,source_dictionary_gloss,https://www.mdbg.net/chinese/dictionary?page=cc-cedict
yue,4122,自動波,automatic transmission,automatic transmission,,1,count,n,,zi6dung6bo1,https://github.com/fcbond/hkcancor,hkcancor_spontaneous_conversation,measured_spoken,5000,segmented_word,,https://github.com/fcbond/hkcancor,自動波,cc_canto_headword,dictionary_gloss,https://cc-canto.org/,自動波,source_dictionary_gloss,https://cc-canto.org/
yue,4123,自動自覺,,,,1,count,a,,zi6dung6zi6gok3,https://github.com/fcbond/hkcancor,hkcancor_spontaneous_conversation,measured_spoken,5000,segmented_word,,https://github.com/fcbond/hkcancor,,,,,,,
yue,4124,自大,arrogant,arrogant,,1,count,a,,zi6daai6,https://github.com/fcbond/hkcancor,hkcancor_spontaneous_conversation,measured_spoken,5000,segmented_word,,https://github.com/fcbond/hkcancor,自大,cc_cedict_shared_written_form_proxy,shared_written_form_proxy,https://www.mdbg.net/chinese/dictionary?page=cc-cedict,自大,source_dictionary_gloss,https://www.mdbg.net/chinese/dictionary?page=cc-cedict
yue,4125,自殺,to kill oneself; to commit suicide; to attempt suicide,to kill oneself; to commit suicide; to attempt suicide,,1,count,v,,zi6saat3,https://github.com/fcbond/hkcancor,hkcancor_spontaneous_conversation,measured_spoken,5000,segmented_word,,https://github.com/fcbond/hkcancor,自杀,cc_cedict_shared_written_form_proxy,shared_written_form_proxy,https://www.mdbg.net/chinese/dictionary?page=cc-cedict,自杀,source_dictionary_gloss,https://www.mdbg.net/chinese/dictionary?page=cc-cedict
yue,4126,自由,freedom; liberty; free; unrestricted,freedom; liberty; free; unrestricted,,1,count,a,,zi6jau4,https://github.com/fcbond/hkcancor,hkcancor_spontaneous_conversation,measured_spoken,5000,segmented_word,,https://github.com/fcbond/hkcancor,自由,cc_cedict_shared_written_form_proxy,shared_written_form_proxy,https://www.mdbg.net/chinese/dictionary?page=cc-cedict,自由,source_dictionary_gloss,https://www.mdbg.net/chinese/dictionary?page=cc-cedict
